t,x,y,yaw
0.000000,-0.0048,0.0054,0.3239
0.050723,-0.0032,0.0059,0.3465
0.084663,-0.0022,0.0063,0.3616
0.118586,-0.0011,0.0067,0.3765
0.152703,0.0000,0.0072,0.3913
0.187028,0.0012,0.0076,0.4061
0.220820,0.0023,0.0081,0.4209
0.254674,0.0035,0.0087,0.4353
0.288677,0.0047,0.0093,0.4498
0.323036,0.0060,0.0099,0.4643
0.356707,0.0072,0.0105,0.4786
0.390572,0.0085,0.0112,0.4928
0.424737,0.0098,0.0119,0.5070
0.458768,0.0111,0.0126,0.5211
0.492631,0.0115,0.0135,0.5350
0.526596,0.0111,0.0143,0.5488
0.560724,0.0106,0.0152,0.5627
0.594874,0.0101,0.0161,0.5765
0.628960,0.0110,0.0171,0.5905
0.679724,0.0134,0.0187,0.6115
0.713509,0.0149,0.0198,0.6254
0.747740,0.0164,0.0209,0.6393
0.781493,0.0180,0.0221,0.6527
0.815716,0.0195,0.0233,0.6651
0.850210,0.0210,0.0245,0.6776
0.884567,0.0225,0.0257,0.6901
0.935662,0.0248,0.0276,0.7092
0.969557,0.0263,0.0289,0.7216
1.003438,0.0278,0.0303,0.7341
1.037819,0.0293,0.0316,0.7464
1.088709,0.0314,0.0336,0.7650
1.122601,0.0329,0.0350,0.7775
1.156803,0.0343,0.0364,0.7899
1.190539,0.0357,0.0379,0.8023
1.224526,0.0371,0.0393,0.8148
1.258965,0.0385,0.0408,0.8272
1.292739,0.0398,0.0423,0.8396
1.326923,0.0412,0.0438,0.8521
1.361008,0.0425,0.0454,0.8647
1.394991,0.0438,0.0470,0.8771
1.445601,0.0458,0.0494,0.8958
1.479592,0.0464,0.0506,0.9085
1.513423,0.0458,0.0512,0.9211
1.547586,0.0452,0.0518,0.9337
1.582754,0.0448,0.0525,0.9463
1.616037,0.0462,0.0545,0.9591
1.666583,0.0481,0.0573,0.9782
1.700546,0.0494,0.0593,0.9909
1.735368,0.0507,0.0613,1.0036
1.769601,0.0520,0.0633,1.0160
1.804709,0.0532,0.0654,1.0283
1.838588,0.0544,0.0674,1.0401
1.872698,0.0556,0.0694,1.0520
1.906898,0.0567,0.0714,1.0641
1.940649,0.0579,0.0735,1.0762
1.974768,0.0590,0.0756,1.0882
2.008611,0.0600,0.0776,1.1003
2.042548,0.0611,0.0797,1.1126
2.076638,0.0621,0.0818,1.1248
2.110616,0.0631,0.0840,1.1371
2.145087,0.0641,0.0861,1.1495
2.179208,0.0650,0.0882,1.1620
2.229784,0.0664,0.0915,1.1805
2.263803,0.0673,0.0937,1.1931
2.297530,0.0681,0.0959,1.2056
2.331598,0.0686,0.0976,1.2181
2.365614,0.0679,0.0981,1.2306
2.399735,0.0673,0.0986,1.2431
2.433642,0.0674,0.0999,1.2556
2.467986,0.0682,0.1024,1.2683
2.501834,0.0690,0.1049,1.2810
2.535707,0.0697,0.1074,1.2937
2.569575,0.0704,0.1099,1.3060
2.603600,0.0711,0.1124,1.3184
2.638726,0.0717,0.1150,1.3310
2.689826,0.0726,0.1188,1.3495
2.723545,0.0731,0.1214,1.3621
2.757562,0.0737,0.1239,1.3745
2.791504,0.0742,0.1265,1.3870
2.825595,0.0746,0.1291,1.3997
2.859874,0.0750,0.1317,1.4124
2.894804,0.0755,0.1343,1.4254
2.928993,0.0758,0.1369,1.4381
2.962752,0.0761,0.1395,1.4510
2.996729,0.0764,0.1421,1.4638
3.030685,0.0767,0.1447,1.4766
3.064872,0.0762,0.1455,1.4894
3.099172,0.0755,0.1459,1.5022
3.149615,0.0755,0.1490,1.5216
3.183965,0.0756,0.1519,1.5347
3.218493,0.0757,0.1547,1.5477
3.268816,0.0758,0.1590,1.5668
3.302635,0.0757,0.1619,1.5795
3.336686,0.0757,0.1647,1.5922
3.370828,0.0756,0.1676,1.6049
3.404622,0.0755,0.1705,1.6178
3.439410,0.0753,0.1733,1.6305
3.489616,0.0750,0.1776,1.6498
3.523731,0.0748,0.1805,1.6628
3.557559,0.0745,0.1834,1.6757
3.591618,0.0742,0.1862,1.6886
3.625551,0.0736,0.1869,1.7016
3.659580,0.0730,0.1876,1.7145
3.693554,0.0726,0.1907,1.7277
3.727845,0.0721,0.1937,1.7409
3.761785,0.0715,0.1967,1.7538
3.795772,0.0709,0.1997,1.7665
3.829771,0.0703,0.2027,1.7794
3.863858,0.0697,0.2058,1.7924
3.897547,0.0690,0.2088,1.8053
3.932588,0.0682,0.2118,1.8182
3.982600,0.0670,0.2163,1.8378
4.016554,0.0663,0.2178,1.8510
4.050747,0.0656,0.2193,1.8642
4.084600,0.0646,0.2224,1.8774
4.118726,0.0636,0.2254,1.8903
4.153068,0.0626,0.2285,1.9031
4.187222,0.0615,0.2315,1.9161
4.237656,0.0598,0.2361,1.9355
4.272629,0.0590,0.2375,1.9484
4.322767,0.0571,0.2421,1.9679
4.356666,0.0558,0.2452,1.9809
4.390643,0.0546,0.2476,1.9938
4.424603,0.0533,0.2506,2.0068
4.458591,0.0518,0.2536,2.0197
4.492539,0.0503,0.2567,2.0326
4.527263,0.0488,0.2597,2.0456
4.560963,0.0472,0.2627,2.0587
4.595073,0.0456,0.2657,2.0716
4.629020,0.0440,0.2687,2.0846
4.663261,0.0422,0.2716,2.0977
4.714203,0.0396,0.2761,2.1173
4.748117,0.0378,0.2790,2.1303
4.782008,0.0359,0.2819,2.1435
4.833326,0.0331,0.2863,2.1631
4.866871,0.0311,0.2892,2.1762
4.901528,0.0291,0.2920,2.1893
4.951614,0.0260,0.2963,2.2088
4.985573,0.0238,0.2991,2.2219
5.019710,0.0217,0.3019,2.2351
5.053812,0.0195,0.3047,2.2481
5.087681,0.0172,0.3075,2.2611
5.121790,0.0149,0.3102,2.2743
5.155650,0.0125,0.3130,2.2874
5.189723,0.0101,0.3157,2.3004
5.224064,0.0077,0.3184,2.3135
5.274640,0.0039,0.3224,2.3330
5.308710,0.0014,0.3250,2.3460
5.342602,-0.0012,0.3276,2.3592
5.376760,-0.0039,0.3302,2.3722
5.410746,-0.0065,0.3328,2.3851
5.444638,-0.0093,0.3353,2.3981
5.478722,-0.0120,0.3378,2.4111
5.512770,-0.0149,0.3403,2.4239
5.546757,-0.0177,0.3428,2.4369
